Time,Country,Country Code,Females in NatSci/Math/Stats programs(%),GDP Per Capita(current US$),Gov expenditure per student,Female Life Expectancy,Male Life Expectancy,Population,Female Population,Female Pop(% of total),Females in STEM programs(%),Female Primary Graduation(%),Male Primary Graduation(%),Female Tertiary Graduation(%),Male Tertiary Graduation(%),Youth Literacy,A woman can get a job in the same way as a man (1=yes; 0=no),A woman can open a bank account in the same way as a man (1=yes; 0=no),A woman can choose where to live in the same way as a man (1=yes; 0=no),Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),Total Labor Force,Female Labor Force,Female Labor Force (% of total),Female Retirement Age,Male Retirement Age
2016,Belgium,BEL,44.65853,41984.1030335609,21.87767,84.0,79.0,11331422.0,5753945.0,50.7786624171566,27.48167,,,33.0173988342285,21.710599899292,,1,1,1,1,5005317.0,2299033.0,45.9318161067521,,
2016,Belize,BLZ,,4818.40390879479,16.23127,77.199,71.495,368400.0,184648.0,50.1214715566546,,104.50052,103.62668,,,,1,1,1,1,164049.0,63625.0,38.7841437619248,,
2016,Benin,BEN,,1087.28783152256,,62.379,59.361,10872067.0,5451500.0,50.1422635906017,,64.29919,70.80196,,,,1,1,0,1,4398454.0,2160011.0,49.1084140018288,,
2016,Bermuda,BMU,,106885.878489327,,85.13,77.51,64554.0,,,,,,,,,..,..,..,..,,,,,
2016,Bhutan,BTN,,2930.56298891838,,71.06,70.503,736709.0,347497.0,47.1688841953235,,114.14127,103.73072,,,,1,1,1,1,357655.0,146960.0,41.0898771162153,,
2016,Bolivia,BOL,,3076.65894989886,,73.512,67.898,11031813.0,5488501.0,49.7515732215404,,88.49193,88.73075,,,,1,1,1,1,5079092.0,2141268.0,42.1584802952969,,
2016,Bosnia and Herzegovina,BIH,58.01789,4994.68314045091,,79.439,74.499,3386267.0,1726542.0,50.9865890511162,43.86636,,,,,,1,1,1,1,1347154.0,526544.0,39.0856576159815,,
2016,Botswana,BWA,,7243.87025286676,,70.893,65.22,2159944.0,1120221.0,51.8634211836059,,,,,,,1,1,1,0,998937.0,487106.0,48.7624344678393,,
2016,Brazil,BRA,59.56817,8710.09668954121,,78.934,71.578,206163058.0,104712865.0,50.7912843511594,35.20026,97.43146,101.20137,,,1.00680005550385,1,1,1,1,102513776.0,43943847.0,42.8662846250049,,
2016,British Virgin Islands,VGB,,,,,,29355.0,,,,94.39252,78.57143,,,,..,..,..,..,,,,,
2016,Brunei Darussalam,BRN,68.34862,27157.8234104784,8.87354,76.681,74.313,419800.0,201419.0,47.9798280572952,51.85512,104.65188,105.71178,,,,1,1,0,0,209840.0,88902.0,42.3665650019062,,
2016,Bulgaria,BGR,67.29287,7548.85500737534,,78.5,71.3,7127822.0,3662344.0,51.3809664164225,38.26006,,,57.7330589294434,37.685131072998,,1,1,1,1,3264392.0,1512072.0,46.3201723322444,,
2016,Burkina Faso,BFA,13.78936,688.249662758849,,60.988,59.592,18646378.0,9353849.0,50.1644289633092,16.04096,64.63598,59.98258,,,,1,1,0,1,6784066.0,3031856.0,44.6908387978537,,
2016,Burundi,BDI,16.36546,282.193130404814,,62.301,58.726,10487998.0,5292743.0,50.4647596367735,19.24742,62.1396,54.17584,,,,1,1,1,0,4503070.0,2341691.0,52.0021007890173,,
2016,Cabo Verde,CPV,55.95238,3130.96338552381,17.06822,75.616,68.846,531146.0,264794.0,49.8533343374628,38.60759,91.46294,91.29007,16.039909362793,8.42790985107422,,1,1,1,1,224651.0,97122.0,43.2323915762672,,
2016,Cambodia,KHM,,1269.59125737542,,70.975,66.785,15766293.0,8075001.0,51.2168620518841,,85.32138,82.04349,,,,1,1,1,1,8909179.0,4320258.0,48.4922123576145,,
2016,Cameroon,CMR,35.3496,1364.33011041997,,59.367,56.768,23926539.0,11969331.0,50.0253337829873,31.7606,44.14392,48.11637,,,,0,0,0,1,10391573.0,4882737.0,46.9874676336297,,
2016,Canada,CAN,53.76368,42322.4847803038,,84.0,79.9,36109487.0,18202997.0,50.4105660284427,31.4295,102.24909,102.1728,46.1947708129883,30.3566207885742,,1,1,1,1,19888519.0,9382026.0,47.1730750791449,,
2016,Cayman Islands,CYM,,78465.3573282461,,,,62569.0,,,,,,,,,..,..,..,..,,,,,
2016,Central African Republic,CAF,,402.191290596004,,53.614,49.594,4537687.0,2288849.0,50.4408747812485,,,,,,,1,1,0,1,1815145.0,824196.0,45.406620407736,,
2016,Chad,TCD,,693.449386475774,,54.856,52.041,14561666.0,7294427.0,50.093354753971,,,,,,0.550149977207184,0,0,0,1,5408189.0,2453631.0,45.3688101506808,,
2016,Channel Islands,CHI,,,,84.553,80.559,166923.0,84409.0,50.5673308491391,,,,,,,..,..,..,..,83373.0,37006.0,44.3860722296187,,
2016,Chile,CHL,46.95378,13753.5944374598,18.29521,82.293,77.113,18209068.0,9243812.0,50.7648824717701,18.47369,95.25386,96.14854,,,,1,1,1,1,9000801.0,3742675.0,41.5815770174232,,
2016,China,CHN,,8147.93770548839,,78.574,74.061,1378665000.0,670780903.0,48.6543796042457,,92.77922,94.19051,34.8321304321289,28.193639755249,,1,1,1,1,786996416.0,345245775.0,43.8687861826298,,
2016,Colombia,COL,55.96826,5870.77795724164,17.44523,79.523,73.91,48175048.0,24556894.0,50.9743010531095,33.87765,102.74689,100.80611,26.1523990631104,18.0873394012451,1.00720000267029,1,1,1,1,25430737.0,10988232.0,43.2084685551976,,
2016,Comoros,COM,,1273.05895265459,,65.444,62.015,795592.0,394321.0,49.56315823212,,,,,,,0,1,0,0,216517.0,80255.0,37.0663735411076,,
2016,"Congo, Dem. Rep.",COD,32.61015,471.318840409572,,61.147,58.174,78789127.0,39489785.0,50.1208567730092,25.09538,,,3.90092992782593,6.40095996856689,0.87635999917984,0,0,0,1,26995845.0,13052086.0,48.3484995561354,,
2016,"Congo, Rep.",COG,,2074.97015928544,,64.86,62.202,4980999.0,2495203.0,50.0944188672306,,,,,,,1,1,0,1,2013012.0,985386.0,48.950825926522,,
2016,Costa Rica,CRI,45.62842,11666.4559107759,24.86943,82.374,77.185,4899345.0,2448701.0,49.980180987791,33.42558,99.73265,97.68202,,,,1,1,1,1,2273163.0,864121.0,38.0140359490278,,
2016,Cote d'Ivoire,CIV,,2013.38246179891,15.7917,57.854,55.428,23822714.0,11781680.0,49.4556584330441,,54.38017,65.88942,,,,1,1,1,1,7616765.0,2997075.0,39.3483979090861,,
2016,Croatia,HRV,68.02853,12361.4838303671,,81.3,74.9,4174349.0,2166691.0,51.9048921366218,37.92262,101.2029,100.16091,53.3128814697266,33.9702606201172,,1,1,1,1,1828470.0,846587.0,46.3002947819762,,
2016,Cuba,CUB,52.20126,8060.79588647979,,80.587,76.647,11335109.0,5703179.0,50.3142801991829,39.88868,98.71965,99.27399,29.3128890991211,21.8378200531006,,..,..,..,..,5107450.0,1993642.0,39.033999353885,,
2016,Curacao,CUW,,19555.3658492891,,81.1,74.5,159664.0,86480.0,54.1634845239204,,,,,,,..,..,..,..,,,,,
2016,Cyprus,CYP,75.41528,24532.5190588269,31.88086,82.671,78.356,1170187.0,584158.0,49.9200556491302,42.2272,,,1.15199995040894,0.394239991903305,,1,1,1,1,603101.0,278554.0,46.1869570768412,,
2016,Czech Republic,CZE,58.99806,18575.2320271915,13.8679,82.1,76.1,10566332.0,5373114.0,50.8512677622511,35.37918,97.12374,96.54617,48.4628715515137,28.6748104095459,1.00108003616333,1,1,1,1,5388300.0,2390677.0,44.3679268043724,,
2016,Denmark,DNK,53.70448,54663.9983719195,,82.8,79.0,5728010.0,2879322.0,50.2673975626761,33.65038,103.03926,105.67818,,,,1,1,1,1,2933273.0,1387756.0,47.3108367342556,,
2016,Djibouti,DJI,,2802.19705115707,37.32327,67.109,63.245,929112.0,438938.0,47.2427046324629,,49.15572,47.31845,,,,1,1,1,0,391157.0,154457.0,39.4872135740892,,
2016,Dominica,DMA,,8080.96862341186,,,,71307.0,,,,116.70236,113.55236,,,,1,1,1,1,,,,,
2016,Dominican Republic,DOM,55.77889,7280.88010923336,15.80752,76.765,70.403,10397743.0,5194800.0,49.9608472535084,31.91264,95.07462,98.68404,31.243049621582,14.7852697372437,1.00055003166199,1,1,1,1,4763946.0,1885050.0,39.5690883146031,,
2016,Ecuador,ECU,47.86036,6060.09332904416,9.51098,79.233,73.606,16491115.0,8237882.0,49.9534537262366,29.22662,100.60042,99.40005,46.8849487304688,29.8223705291748,1.00159001350403,1,1,1,1,8042980.0,3299818.0,41.0273057995917,,
2016,"Egypt, Arab Rep.",EGY,64.15861,3519.87320254259,,73.766,69.302,94447072.0,46717301.0,49.4640019064223,36.89891,98.32726,96.78576,18.6382007598877,16.8822498321533,,0,1,1,0,29893554.0,7126050.0,23.8380822835585,,
2016,El Salvador,SLV,51.14155,3805.99366628473,16.15496,77.188,67.787,6356143.0,3370450.0,53.0266575437251,23.90077,87.29565,88.09289,13.5523099899292,10.0833196640015,1.00565004348755,1,1,1,1,2729501.0,1151918.0,42.2025124738917,,
2016,Equatorial Guinea,GNQ,,9250.33195308226,,58.932,56.692,1215179.0,542110.0,44.6115434655413,,,,,,,0,0,0,1,471728.0,173927.0,36.8701879048943,,
2016,Eritrea,ERI,28.57143,,,67.303,62.994,,,,27.80749,58.00422,61.29103,,,,1,1,1,1,1551735.0,712231.0,45.8990098180424,,
